2019-09-17 00:40:43.506000 {"type":"join","timestamp":1568680843.506,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[jgmac1106]","nickname":"[jgmac1106]","username":"~slackuser","name":"jgmac1106 via slack-irc-gateway","photo":"http:\/\/quickthoughts.jgregorymcverry.com\/file\/6802fbcdd3fada8cb61ffb798978f72f\/thumb.jpg","url":"http:\/\/jgregorymcverry.com","tz":"-5 GMT","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-17 03:06:07.340600 {"type":"join","timestamp":1568689567.3406,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"rxninDiscord[m]","nickname":"rxninDiscord[m]","username":"disco7040","name":"@_discord_250929333890318337:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pzptjyomuzvcalgp"},"content":null,"modes":[]}
2019-09-17 03:06:07.345400 {"type":"join","timestamp":1568689567.3454,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"realChainDiscord","nickname":"realChainDiscord","username":"disco6632","name":"@_discord_394202079385747458:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qbybiknpkhbkmadu"},"content":null,"modes":[]}
2019-09-17 03:06:07.404500 {"type":"join","timestamp":1568689567.4045,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"JayWelshDiscord[","nickname":"JayWelshDiscord[","username":"disco7042","name":"@_discord_223439370558898176:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ohmydketaspiwjth"},"content":null,"modes":[]}
2019-09-17 03:06:07.403700 {"type":"join","timestamp":1568689567.4037,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"prcDiscord[m]","nickname":"prcDiscord[m]","username":"disco6816","name":"@_discord_385352433980801024:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-szkpekmjivobpkae"},"content":null,"modes":[]}
2019-09-17 03:06:07.924800 {"type":"join","timestamp":1568689567.9248,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"TH0RynDiscord[m]","nickname":"TH0RynDiscord[m]","username":"disco7043","name":"@_discord_230856161803501569:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dzjpjjjfdlfenaje"},"content":null,"modes":[]}
2019-09-17 03:06:07.930400 {"type":"join","timestamp":1568689567.9304,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"corylDiscord[m]","nickname":"corylDiscord[m]","username":"disco6815","name":"@_discord_146100891026456577:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mraxaldfwklknuqv"},"content":null,"modes":[]}
2019-09-17 03:06:07.931900 {"type":"join","timestamp":1568689567.9319,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"eshohetDiscord[m","nickname":"eshohetDiscord[m","username":"disco7045","name":"@_discord_548688908716605459:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ivenhighdxrbgnil"},"content":null,"modes":[]}
2019-09-17 03:06:08.039400 {"type":"join","timestamp":1568689568.0394,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"sfromentDiscord[","nickname":"sfromentDiscord[","username":"disco7048","name":"@_discord_210764864946307073:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tjjaboirmtoamyaw"},"content":null,"modes":[]}
2019-09-17 03:06:08.026800 {"type":"join","timestamp":1568689568.0268,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"BossMANDiscord[m","nickname":"BossMANDiscord[m","username":"disco7050","name":"@_discord_249750445864648704:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ouavnetfmkmmzdrq"},"content":null,"modes":[]}
2019-09-17 03:06:08.031700 {"type":"join","timestamp":1568689568.0317,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Kenzo3Discord[m]","nickname":"Kenzo3Discord[m]","username":"disco7054","name":"@_discord_484750308904402966:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-puipllkhcilpapge"},"content":null,"modes":[]}
2019-09-17 03:06:08.056800 {"type":"join","timestamp":1568689568.0568,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"pusherDiscord[m]","nickname":"pusherDiscord[m]","username":"disco7047","name":"@_discord_375869216340967424:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kkxkwcpupagcwwzl"},"content":null,"modes":[]}
2019-09-17 03:06:08.032800 {"type":"join","timestamp":1568689568.0328,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"jamiedubsDiscord","nickname":"jamiedubsDiscord","username":"disco7051","name":"@_discord_399553900539150338:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-exfqklsiotpqpakg"},"content":null,"modes":[]}
2019-09-17 03:06:08.106900 {"type":"join","timestamp":1568689568.1069,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"DiscordRSSDiscor","nickname":"DiscordRSSDiscor","username":"disco7052","name":"@_discord_268478587651358721:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-btdchnuvgkvukxsu"},"content":null,"modes":[]}
2019-09-17 03:06:08.107800 {"type":"join","timestamp":1568689568.1078,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"andrewxhillDisco","nickname":"andrewxhillDisco","username":"disco7053","name":"@_discord_436877734866845716:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yhehuaecmcwwzoru"},"content":null,"modes":[]}
2019-09-17 03:06:08.096200 {"type":"join","timestamp":1568689568.0962,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"LeFDiscord[m]","nickname":"LeFDiscord[m]","username":"disco7046","name":"@_discord_248110874789806081:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pukwfqfiqwjwlria"},"content":null,"modes":[]}
2019-09-17 03:06:08.609500 {"type":"join","timestamp":1568689568.6095,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"braditzDiscord[m","nickname":"braditzDiscord[m","username":"disco7056","name":"@_discord_144264453343543297:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qutpchptqmvrtztr"},"content":null,"modes":[]}
2019-09-17 03:06:08.714900 {"type":"join","timestamp":1568689568.7149,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"cwchristerwDisco","nickname":"cwchristerwDisco","username":"disco7057","name":"@_discord_493174343484833802:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-aydeisyyhvsaulud"},"content":null,"modes":[]}
2019-09-17 03:06:08.709600 {"type":"join","timestamp":1568689568.7096,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"catmanDiscord[m]","nickname":"catmanDiscord[m]","username":"disco7062","name":"@_discord_387024740440866817:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lbydwscpvyvfczrp"},"content":null,"modes":[]}
2019-09-17 03:06:08.721900 {"type":"join","timestamp":1568689568.7219,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"JerbsDiscord[m]","nickname":"JerbsDiscord[m]","username":"disco7059","name":"@_discord_352003434179723265:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wdiexifgfxjzkfdy"},"content":null,"modes":[]}
2019-09-17 03:06:08.739800 {"type":"join","timestamp":1568689568.7398,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Dazuck-3BoxDisco","nickname":"Dazuck-3BoxDisco","username":"disco7061","name":"@_discord_382273717725560843:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nsqmpghisoddxdml"},"content":null,"modes":[]}
2019-09-17 03:06:08.737500 {"type":"join","timestamp":1568689568.7375,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"RyonezCoruscareD","nickname":"RyonezCoruscareD","username":"disco7058","name":"@_discord_158890632461549569:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nwhqbnhkrutobyad"},"content":null,"modes":[]}
2019-09-17 03:06:08.755100 {"type":"join","timestamp":1568689568.7551,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"JustMaierDiscord","nickname":"JustMaierDiscord","username":"disco7060","name":"@_discord_303445765865603073:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bkofzxpsrkhukjyh"},"content":null,"modes":[]}
2019-09-17 03:06:08.811700 {"type":"join","timestamp":1568689568.8117,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"M5310Discord[m]","nickname":"M5310Discord[m]","username":"disco7013","name":"@_discord_115844587599167488:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-minlsuuxtdweibcj"},"content":null,"modes":[]}
2019-09-17 03:06:08.810400 {"type":"join","timestamp":1568689568.8104,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"thatguyDiscord[m","nickname":"thatguyDiscord[m","username":"disco6967","name":"@_discord_528534281853861923:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-thekpltibynybzlm"},"content":null,"modes":[]}
2019-09-17 03:06:09.291100 {"type":"join","timestamp":1568689569.2911,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"carsonfarmerDisc","nickname":"carsonfarmerDisc","username":"disco6643","name":"@_discord_499071680841252884:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hrpzeihfgufhvqvv"},"content":null,"modes":[]}
2019-09-17 03:06:09.397100 {"type":"join","timestamp":1568689569.3971,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"snapDiscord[m]","nickname":"snapDiscord[m]","username":"disco7071","name":"@_discord_155440408887820288:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nywlsuqamvfckshj"},"content":null,"modes":[]}
2019-09-17 03:06:09.401100 {"type":"join","timestamp":1568689569.4011,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ValiumDiscord[m]","nickname":"ValiumDiscord[m]","username":"disco7063","name":"@_discord_175616509748576256:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-alryetobtjhvlane"},"content":null,"modes":[]}
2019-09-17 03:06:09.466400 {"type":"join","timestamp":1568689569.4664,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"M[AXEL]DarrDisco","nickname":"M[AXEL]DarrDisco","username":"disco7067","name":"@_discord_567492180990754824:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-muzvekzbeziyqvby"},"content":null,"modes":[]}
2019-09-17 03:06:09.478700 {"type":"join","timestamp":1568689569.4787,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"jgmDiscord[m]","nickname":"jgmDiscord[m]","username":"disco6961","name":"@_discord_144468805697929216:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bportrmsvlkzhrry"},"content":null,"modes":[]}
2019-09-17 03:06:09.477700 {"type":"join","timestamp":1568689569.4777,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"AXEL-BrianDiscor","nickname":"AXEL-BrianDiscor","username":"disco7068","name":"@_discord_532219357418356738:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xekjnbdvzexpcvhq"},"content":null,"modes":[]}
2019-09-17 03:06:09.487400 {"type":"join","timestamp":1568689569.4874,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"KubeWorshipperDi","nickname":"KubeWorshipperDi","username":"disco7065","name":"@_discord_454836778617143297:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-shfdlicijmnuvmji"},"content":null,"modes":[]}
2019-09-17 03:06:09.548900 {"type":"join","timestamp":1568689569.5489,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"berDiscord[m]","nickname":"berDiscord[m]","username":"disco7069","name":"@_discord_101150387972608000:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pinvsmxyohweexdd"},"content":null,"modes":[]}
2019-09-17 03:06:09.554700 {"type":"join","timestamp":1568689569.5547,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"GiyomuDiscord[m]","nickname":"GiyomuDiscord[m]","username":"disco7066","name":"@_discord_161201362930106368:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gcamkjrsfwbaoyyr"},"content":null,"modes":[]}
2019-09-17 03:06:09.557800 {"type":"join","timestamp":1568689569.5578,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"OboDiscord[m]","nickname":"OboDiscord[m]","username":"disco6864","name":"@_discord_159094044784328704:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zeutstriappgosjs"},"content":null,"modes":[]}
2019-09-17 03:06:10.029400 {"type":"join","timestamp":1568689570.0294,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"MairkurDiscord[m","nickname":"MairkurDiscord[m","username":"disco7072","name":"@_discord_145836579783573505:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jkudfnmhcbnsvyke"},"content":null,"modes":[]}
2019-09-17 03:06:10.031000 {"type":"join","timestamp":1568689570.031,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"cyluDiscord[m]","nickname":"cyluDiscord[m]","username":"disco7073","name":"@_discord_405241194696671233:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xvhnseadnoultmme"},"content":null,"modes":[]}
2019-09-17 03:06:10.102000 {"type":"join","timestamp":1568689570.102,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"SirMemesALotDisc","nickname":"SirMemesALotDisc","username":"disco6923","name":"@_discord_362434457224871939:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-drhnstxamlsjlavd"},"content":null,"modes":[]}
2019-09-17 03:06:10.191600 {"type":"join","timestamp":1568689570.1916,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"MichaelTenDiscor","nickname":"MichaelTenDiscor","username":"disco7078","name":"@_discord_239537645250805761:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sybisurciueunzjg"},"content":null,"modes":[]}
2019-09-17 03:06:10.190600 {"type":"join","timestamp":1568689570.1906,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"M011000100111010","nickname":"M011000100111010","username":"disco7075","name":"@_discord_393659897687834624:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xhjsnjvazrnugzye"},"content":null,"modes":[]}
2019-09-17 03:06:10.177100 {"type":"join","timestamp":1568689570.1771,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"porshDiscord[m]","nickname":"porshDiscord[m]","username":"disco7074","name":"@_discord_523936939309793300:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yghdtvkxwxptxcyu"},"content":null,"modes":[]}
2019-09-17 03:06:10.230700 {"type":"join","timestamp":1568689570.2307,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"tobowersDiscord[","nickname":"tobowersDiscord[","username":"disco6630","name":"@_discord_532872309485207601:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hiicduzcuqvrsvoq"},"content":null,"modes":[]}
2019-09-17 03:06:10.208700 {"type":"join","timestamp":1568689570.2087,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"thomasDiscord[m]","nickname":"thomasDiscord[m]","username":"disco7077","name":"@_discord_336146903399923713:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qcgbjzmiirmrwxgk"},"content":null,"modes":[]}
2019-09-17 03:06:10.243900 {"type":"join","timestamp":1568689570.2439,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"LokeLDiscord[m]","nickname":"LokeLDiscord[m]","username":"disco7076","name":"@_discord_397614871769776129:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cxirjftkygfehdjo"},"content":null,"modes":[]}
2019-09-17 03:06:10.207800 {"type":"join","timestamp":1568689570.2078,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"doodlemaniaDisco","nickname":"doodlemaniaDisco","username":"disco6869","name":"@_discord_605827904626098178:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ltqrprtjiodckruo"},"content":null,"modes":[]}
2019-09-17 03:06:10.687400 {"type":"join","timestamp":1568689570.6874,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"buztedDiscord[m]","nickname":"buztedDiscord[m]","username":"disco7079","name":"@_discord_548425014744186911:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xeuparsmdmxqmstm"},"content":null,"modes":[]}
2019-09-17 03:06:10.766100 {"type":"join","timestamp":1568689570.7661,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"farhad312Discord","nickname":"farhad312Discord","username":"disco7081","name":"@_discord_546794879519293481:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-awlsqfuabzxragxf"},"content":null,"modes":[]}
2019-09-17 03:06:10.854600 {"type":"join","timestamp":1568689570.8546,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"RDeckardDiscord[","nickname":"RDeckardDiscord[","username":"disco7084","name":"@_discord_555864823762780170:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tslhvuxycfcqjmdt"},"content":null,"modes":[]}
2019-09-17 03:06:10.867500 {"type":"join","timestamp":1568689570.8675,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"eddyDiscord[m]","nickname":"eddyDiscord[m]","username":"disco7088","name":"@_discord_571365262780006451:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-grjdszdzwvphqajw"},"content":null,"modes":[]}
2019-09-17 03:06:10.864600 {"type":"join","timestamp":1568689570.8646,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"drbhDiscord[m]","nickname":"drbhDiscord[m]","username":"disco7087","name":"@_discord_365938186477764638:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dotmnndjystxvgqr"},"content":null,"modes":[]}
2019-09-17 03:06:10.847700 {"type":"join","timestamp":1568689570.8477,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"alphapapaactualD","nickname":"alphapapaactualD","username":"disco7082","name":"@_discord_417976167216185345:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ohhgmbjpcggeodkn"},"content":null,"modes":[]}
2019-09-17 03:06:10.941200 {"type":"join","timestamp":1568689570.9412,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"PhillmacDiscord[","nickname":"PhillmacDiscord[","username":"disco7086","name":"@_discord_159657566584963072:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uyaqvzqzfuqqjvjc"},"content":null,"modes":[]}
2019-09-17 03:06:10.924000 {"type":"join","timestamp":1568689570.924,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"TianyiDiscord[m]","nickname":"TianyiDiscord[m]","username":"disco7083","name":"@_discord_594120398250180611:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ieeiwwwbkurwmmld"},"content":null,"modes":[]}
2019-09-17 03:06:10.942100 {"type":"join","timestamp":1568689570.9421,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"vamsiDiscord[m]","nickname":"vamsiDiscord[m]","username":"disco7085","name":"@_discord_392404136446001154:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tidpgzsrtlpixant"},"content":null,"modes":[]}
2019-09-17 03:06:10.944800 {"type":"join","timestamp":1568689570.9448,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Ja3oodDiscord[m]","nickname":"Ja3oodDiscord[m]","username":"disco7089","name":"@_discord_400750833299488776:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oekernnrhiocofuw"},"content":null,"modes":[]}
2019-09-17 03:06:11.387800 {"type":"join","timestamp":1568689571.3878,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"mZDiscord[m]","nickname":"mZDiscord[m]","username":"disco7091","name":"@_discord_250086586450968576:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fqxmxppbwzxgushv"},"content":null,"modes":[]}
2019-09-17 03:06:11.470300 {"type":"join","timestamp":1568689571.4703,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"lamborghiniDisco","nickname":"lamborghiniDisco","username":"disco7090","name":"@_discord_211933291501060097:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ydcqfhqdchkuivsy"},"content":null,"modes":[]}
2019-09-17 03:06:11.471300 {"type":"join","timestamp":1568689571.4713,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"JohnnyMilkshakes","nickname":"JohnnyMilkshakes","username":"disco7092","name":"@_discord_400687334858686474:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zccsrrjzzzdpezoe"},"content":null,"modes":[]}
2019-09-17 03:06:11.477600 {"type":"join","timestamp":1568689571.4776,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"KubeDiscord[m]","nickname":"KubeDiscord[m]","username":"disco7098","name":"@_discord_141770225312989184:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ozsvswrirudmgiuq"},"content":null,"modes":[]}
2019-09-17 03:06:11.553700 {"type":"join","timestamp":1568689571.5537,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"foxcoolDiscord[m","nickname":"foxcoolDiscord[m","username":"disco7096","name":"@_discord_394812533632008204:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kvejzeecehbvsxjo"},"content":null,"modes":[]}
2019-09-17 03:06:11.554800 {"type":"join","timestamp":1568689571.5548,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"GuillaumeDiscord","nickname":"GuillaumeDiscord","username":"disco7093","name":"@_discord_407245129632448513:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wjpodypczuuguikz"},"content":null,"modes":[]}
2019-09-17 03:06:11.542200 {"type":"join","timestamp":1568689571.5422,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"pbvieDiscord[m]","nickname":"pbvieDiscord[m]","username":"disco7095","name":"@_discord_503820543120900098:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ujczjtdinxohfbif"},"content":null,"modes":[]}
2019-09-17 03:06:11.562800 {"type":"join","timestamp":1568689571.5628,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"sekiDiscord[m]","nickname":"sekiDiscord[m]","username":"discord607","name":"@_discord_607029273038946314:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-inntgqeuoubvvmdg"},"content":null,"modes":[]}
2019-09-17 03:06:11.583600 {"type":"join","timestamp":1568689571.5836,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"abhi_Discord[m]","nickname":"abhi_Discord[m]","username":"disco7094","name":"@_discord_469874337340588032:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yhnxwcavdxbzpium"},"content":null,"modes":[]}
2019-09-17 03:06:11.624800 {"type":"join","timestamp":1568689571.6248,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"flower88Discord[","nickname":"flower88Discord[","username":"disco7097","name":"@_discord_533553449380478976:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jhrjovlueppwobmx"},"content":null,"modes":[]}
2019-09-17 03:06:12.160800 {"type":"join","timestamp":1568689572.1608,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"dqxDiscord[m]","nickname":"dqxDiscord[m]","username":"disco6588","name":"@_discord_383044228680515587:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vqipwerfdhmudzdh"},"content":null,"modes":[]}
2019-09-17 03:06:12.156600 {"type":"join","timestamp":1568689572.1566,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"RealSnazzyDiscor","nickname":"RealSnazzyDiscor","username":"disco7101","name":"@_discord_151411952701276160:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zhitgzbxthlapish"},"content":null,"modes":[]}
2019-09-17 03:06:12.169000 {"type":"join","timestamp":1568689572.169,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"rittmeDiscord[m]","nickname":"rittmeDiscord[m]","username":"disco7100","name":"@_discord_471204372613693440:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-slzgimcnbtlsuypl"},"content":null,"modes":[]}
