2021-03-10 00:56:30.600900 {"type":"join","timestamp":1615337790.6008954,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[KevinMarks]","nickname":"[KevinMarks]","username":"~slackuser","name":"KevinMarks via slack-irc-gateway","photo":"http:\/\/www.kevinmarks.com\/km.jpg","url":"http:\/\/kevinmarks.com","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-03-10 11:30:18.083200 {"type":"join","timestamp":1615375818.0831852,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"thomasbDiscord[m","nickname":"thomasbDiscord[m","username":"disco7361","name":"io.permaweb:_discord_479690359979638785","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wendzpbgdibpkzzc"},"content":null,"modes":[]}
2021-03-10 11:30:18.089700 {"type":"join","timestamp":1615375818.089745,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SmileRobotDiscor","nickname":"SmileRobotDiscor","username":"disco7184","name":"@_discord_227982324384530433:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sxyazweriunxanmu"},"content":null,"modes":[]}
2021-03-10 11:30:18.089100 {"type":"join","timestamp":1615375818.0891335,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jklepatchDiscord","nickname":"jklepatchDiscord","username":"disco6790","name":"io.permaweb:_discord_480265457962582046","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vgakscvuyrstbkie"},"content":null,"modes":[]}
2021-03-10 11:30:18.150900 {"type":"join","timestamp":1615375818.1508946,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DamirDiscord[m]","nickname":"DamirDiscord[m]","username":"disco7200","name":"io.permaweb:_discord_577081366492217345","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hutxrouducvuowpw"},"content":null,"modes":[]}
2021-03-10 11:30:18.236700 {"type":"join","timestamp":1615375818.2367055,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JohnnyMilkshakes","nickname":"JohnnyMilkshakes","username":"disco7092","name":"io.permaweb:_discord_400687334858686474","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jueqlbzlmcbbbplb"},"content":null,"modes":[]}
2021-03-10 11:30:18.348200 {"type":"join","timestamp":1615375818.3482394,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pps96Discord[m]","nickname":"pps96Discord[m]","username":"disco7168","name":"io.permaweb:_discord_461230223606808576","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bdduvuikqmgfclpg"},"content":null,"modes":[]}
2021-03-10 11:30:18.446400 {"type":"join","timestamp":1615375818.4463573,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ShmultzDiscord[m","nickname":"ShmultzDiscord[m","username":"disco7157","name":"io.permaweb:_discord_276443173817942017","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hnkfrrnplkotvula"},"content":null,"modes":[]}
2021-03-10 11:30:18.500600 {"type":"join","timestamp":1615375818.5006428,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jmank88Discord[m","nickname":"jmank88Discord[m","username":"disco7165","name":"@_discord_494889102672527360:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rberbudbfdbyztlu"},"content":null,"modes":[]}
2021-03-10 11:30:18.555700 {"type":"join","timestamp":1615375818.5557232,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"borismusDiscord[","nickname":"borismusDiscord[","username":"disco9789","name":"@_discord_332686676818264064:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gtofjcigamxgfani"},"content":null,"modes":[]}
2021-03-10 11:30:18.691700 {"type":"join","timestamp":1615375818.6917427,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"malaclypsDiscord","nickname":"malaclypsDiscord","username":"disco7170","name":"io.permaweb:_discord_227204617295888395","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-chsfazomylyyrupm"},"content":null,"modes":[]}
2021-03-10 11:30:18.692700 {"type":"join","timestamp":1615375818.6927223,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"chinsuDiscord[m]","nickname":"chinsuDiscord[m]","username":"disco7179","name":"io.permaweb:_discord_208258498142666753","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pzpxpsmewkmhsujb"},"content":null,"modes":[]}
2021-03-10 11:30:18.747900 {"type":"join","timestamp":1615375818.7479308,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jazzy-jeff^_^Dis","nickname":"jazzy-jeff^_^Dis","username":"disco7190","name":"@_discord_224165982577491968:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gikmohznkvxseukh"},"content":null,"modes":[]}
2021-03-10 11:30:18.804400 {"type":"join","timestamp":1615375818.8043659,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"dqxDiscord[m]","nickname":"dqxDiscord[m]","username":"disco6588","name":"io.permaweb:_discord_383044228680515587","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uaokxpwgrnrgenpk"},"content":null,"modes":[]}
2021-03-10 11:30:18.884100 {"type":"join","timestamp":1615375818.8841028,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KinnardDiscord[4","nickname":"KinnardDiscord[4","username":"disco7236","name":"@_discord_415567520913686539:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-azgbsnnvbvgtusqc"},"content":null,"modes":[]}
2021-03-10 11:30:18.991100 {"type":"join","timestamp":1615375818.991128,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"foxcoolDiscord[m","nickname":"foxcoolDiscord[m","username":"disco7129","name":"@_discord_508947790341341184:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-opqyclzpiukxcsqt"},"content":null,"modes":[]}
2021-03-10 11:30:18.988500 {"type":"join","timestamp":1615375818.9884608,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"leoalvarezhDisc4","nickname":"leoalvarezhDisc4","username":"disco7249","name":"@_discord_380800395297030144:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jpgqhwrwkkqrkjcu"},"content":null,"modes":[]}
2021-03-10 11:30:19.063600 {"type":"join","timestamp":1615375819.063622,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"xtream1101Discor","nickname":"xtream1101Discor","username":"disco7185","name":"io.permaweb:_discord_518929143254220800","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tnqubnekuoxvodxh"},"content":null,"modes":[]}
2021-03-10 11:30:19.122000 {"type":"join","timestamp":1615375819.1219726,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"icaruszDiscord[4","nickname":"icaruszDiscord[4","username":"disco9592","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-opucdjzpdixrgdqh"},"content":null,"modes":[]}
2021-03-10 11:30:19.121100 {"type":"join","timestamp":1615375819.1211257,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"captain-nemoDisc","nickname":"captain-nemoDisc","username":"disco8337","name":"io.permaweb:_discord_326557018095747083","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xmbxcjocnmkxfiba"},"content":null,"modes":[]}
2021-03-10 11:30:19.178500 {"type":"join","timestamp":1615375819.1785457,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ArunDiscord[m]","nickname":"ArunDiscord[m]","username":"disco7223","name":"io.permaweb:_discord_229464105612869632","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qeaucpaadxdbsvfe"},"content":null,"modes":[]}
2021-03-10 11:30:19.318100 {"type":"join","timestamp":1615375819.3180988,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gorhgorh[m]1","nickname":"gorhgorh[m]1","username":"disco6328","name":"com.getepona:_discord_591413283429548032","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xvzahmnlumxgaeyy"},"content":null,"modes":[]}
2021-03-10 11:30:19.397700 {"type":"join","timestamp":1615375819.3977475,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wossDiscord[m]1","nickname":"wossDiscord[m]1","username":"disco9570","name":"io.permaweb:_discord_534025353165930496","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gyislatzisgqiskk"},"content":null,"modes":[]}
2021-03-10 11:30:19.503200 {"type":"join","timestamp":1615375819.5032146,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"william_shakesDi","nickname":"william_shakesDi","username":"disco7389","name":"@_discord_151577783942774790:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hvpxbvkxghbweiit"},"content":null,"modes":[]}
2021-03-10 11:30:19.561100 {"type":"join","timestamp":1615375819.5610678,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"godparticleDisco","nickname":"godparticleDisco","username":"disco7222","name":"@_discord_328033449845719042:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-erdgcrlpfvonfpnv"},"content":null,"modes":[]}
2021-03-10 11:30:19.615200 {"type":"join","timestamp":1615375819.6151671,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Dby0Discord[m]","nickname":"Dby0Discord[m]","username":"disco6941","name":"io.permaweb:_discord_588722129558700042","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rpcnfluzwnuellqa"},"content":null,"modes":[]}
2021-03-10 11:30:19.686700 {"type":"join","timestamp":1615375819.6867442,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Discord[m]3","nickname":"Discord[m]3","username":"disco9073","name":"@_discord_578782533559255041:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lwtimnqzmgzhhnms"},"content":null,"modes":[]}
2021-03-10 11:30:19.788300 {"type":"join","timestamp":1615375819.788348,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Elijah3321[m]","nickname":"Elijah3321[m]","username":"disco8851","name":"io.permaweb:_discord_604280072513388544","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-frxqflecgzaxrjsi"},"content":null,"modes":[]}
2021-03-10 11:30:19.790600 {"type":"join","timestamp":1615375819.7905946,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"chmanieDiscord[m","nickname":"chmanieDiscord[m","username":"disco7119","name":"io.permaweb:_discord_205028639492931584","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ygtwdamoqkerxztp"},"content":null,"modes":[]}
2021-03-10 11:30:19.846200 {"type":"join","timestamp":1615375819.8461986,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gabrielbaron16Di","nickname":"gabrielbaron16Di","username":"disco9465","name":"@_discord_581627597662978079:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-isjwbygjafgbgdkt"},"content":null,"modes":[]}
2021-03-10 11:30:19.847100 {"type":"join","timestamp":1615375819.8471081,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"astraiaDiscord[m","nickname":"astraiaDiscord[m","username":"disco7925","name":"io.permaweb:_discord_585118334526160896","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cvcxettrwznzmcfx"},"content":null,"modes":[]}
2021-03-10 11:30:19.852000 {"type":"join","timestamp":1615375819.851996,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"LSJI07Discord[m]","nickname":"LSJI07Discord[m]","username":"disco7026","name":"io.permaweb:_discord_422412805132517386","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lhkarkhjwviycajx"},"content":null,"modes":[]}
2021-03-10 11:30:19.895100 {"type":"join","timestamp":1615375819.8951073,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"daveatQCDiscord[","nickname":"daveatQCDiscord[","username":"disco9593","name":"@_discord_667392949419507735:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dhkcyiipwavapmkk"},"content":null,"modes":[]}
2021-03-10 11:30:19.989200 {"type":"join","timestamp":1615375819.9892466,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"felixschlDiscord","nickname":"felixschlDiscord","username":"disco7189","name":"io.permaweb:_discord_223579303122567168","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oyxixcplnlbldldi"},"content":null,"modes":[]}
2021-03-10 11:30:19.995300 {"type":"join","timestamp":1615375819.9952738,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nyarlathotepDisc","nickname":"nyarlathotepDisc","username":"disco7163","name":"io.permaweb:_discord_391015671544414219","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-guyvqggnvjucovhm"},"content":null,"modes":[]}
2021-03-10 11:30:19.998700 {"type":"join","timestamp":1615375819.9987261,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MikeShultzDiscor","nickname":"MikeShultzDiscor","username":"disco8149","name":"io.permaweb:_discord_386238710255058954","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vqwladgstisolaqo"},"content":null,"modes":[]}
2021-03-10 11:30:20.087800 {"type":"join","timestamp":1615375820.0878367,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CathyLDiscord[m]","nickname":"CathyLDiscord[m]","username":"disco7651","name":"@_discord_582777281760722945:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cmkbpiuszlxlyyth"},"content":null,"modes":[]}
2021-03-10 11:30:20.227000 {"type":"join","timestamp":1615375820.2270412,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"drshamoonDiscord","nickname":"drshamoonDiscord","username":"disco7167","name":"io.permaweb:_discord_402200697988448286","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jtmmygakjnmpjjdz"},"content":null,"modes":[]}
2021-03-10 11:30:20.228000 {"type":"join","timestamp":1615375820.2279997,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"cyluDiscord[m]","nickname":"cyluDiscord[m]","username":"disco7073","name":"io.permaweb:_discord_405241194696671233","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-slextegvrcrpdnku"},"content":null,"modes":[]}
2021-03-10 11:30:20.233200 {"type":"join","timestamp":1615375820.2331817,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"IgutinDiscord[m]","nickname":"IgutinDiscord[m]","username":"disco7238","name":"@_discord_136630878305648641:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-crxwkysozeecqudi"},"content":null,"modes":[]}
2021-03-10 11:30:20.326800 {"type":"join","timestamp":1615375820.3268204,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"thestevewayDisco","nickname":"thestevewayDisco","username":"disco7207","name":"io.permaweb:_discord_377182700571721732","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gfkstgtqurwprrog"},"content":null,"modes":[]}
2021-03-10 11:30:20.328300 {"type":"join","timestamp":1615375820.3283496,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"zoink92Discord[m","nickname":"zoink92Discord[m","username":"disco7136","name":"io.permaweb:_discord_180376535742545922","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vsqgngzrymgzqscr"},"content":null,"modes":[]}
2021-03-10 11:30:20.380900 {"type":"join","timestamp":1615375820.3808606,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MissLavenderDisc","nickname":"MissLavenderDisc","username":"disco8363","name":"io.permaweb:_discord_109409377684848640","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gjqjpaxwewckrfmd"},"content":null,"modes":[]}
2021-03-10 11:30:20.441900 {"type":"join","timestamp":1615375820.441906,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JerbsDiscord[m]","nickname":"JerbsDiscord[m]","username":"disco7059","name":"io.permaweb:_discord_352003434179723265","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ixbleovjaldopxni"},"content":null,"modes":[]}
2021-03-10 11:30:20.436100 {"type":"join","timestamp":1615375820.4360921,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"mapachurroDiscor","nickname":"mapachurroDiscor","username":"disco8298","name":"io.permaweb:_discord_635659409233543169","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ybhtbvnagikiesfa"},"content":null,"modes":[]}
2021-03-10 11:30:20.520800 {"type":"join","timestamp":1615375820.5208328,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"FusonDiscord[m]","nickname":"FusonDiscord[m]","username":"disco8223","name":"@_discord_254919107877666819:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fqvsykhigvldlqdn"},"content":null,"modes":[]}
2021-03-10 11:30:20.525600 {"type":"join","timestamp":1615375820.5256276,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sekiDiscord[m]","nickname":"sekiDiscord[m]","username":"discord607","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-smgynqyvankoixop"},"content":null,"modes":[]}
2021-03-10 11:30:20.616500 {"type":"join","timestamp":1615375820.6165142,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"enricomarino[m]","nickname":"enricomarino[m]","username":"disco6348","name":"com.getepona:_discord_594418919721402368","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mzytlipgkuppftde"},"content":null,"modes":[]}
2021-03-10 11:30:20.766200 {"type":"join","timestamp":1615375820.7662377,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"WellinkDiscord[m","nickname":"WellinkDiscord[m","username":"disco9688","name":"io.permaweb:_discord_93736791051350016","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yylbguufzulvqhtr"},"content":null,"modes":[]}
2021-03-10 11:30:20.767200 {"type":"join","timestamp":1615375820.7672076,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JordanKrageDisco","nickname":"JordanKrageDisco","username":"disco7019","name":"@_discord_252075852001443840:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mqjnhpotswzjpgfb"},"content":null,"modes":[]}
2021-03-10 11:30:20.820500 {"type":"join","timestamp":1615375820.8205342,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"adinbDiscord[m]","nickname":"adinbDiscord[m]","username":"disco9559","name":"io.permaweb:_discord_216100392407269376","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-frvwzqrbdombphik"},"content":null,"modes":[]}
2021-03-10 11:30:20.821300 {"type":"join","timestamp":1615375820.8212545,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"drbhDiscord[m]","nickname":"drbhDiscord[m]","username":"disco7087","name":"io.permaweb:_discord_365938186477764638","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ssgazsufgwdzddyv"},"content":null,"modes":[]}
2021-03-10 11:30:20.872100 {"type":"join","timestamp":1615375820.8721316,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"matyas_mustohaDi","nickname":"matyas_mustohaDi","username":"disco8258","name":"io.permaweb:_discord_615935685508988948","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zvmndvbgjdvsslcd"},"content":null,"modes":[]}
2021-03-10 11:30:20.928000 {"type":"join","timestamp":1615375820.9280226,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"realChainDiscord","nickname":"realChainDiscord","username":"disco6632","name":"io.permaweb:_discord_394202079385747458","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-auhsmvwojoxqjwed"},"content":null,"modes":[]}
2021-03-10 11:30:20.999700 {"type":"join","timestamp":1615375820.9996786,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JonwelDiscord[m]","nickname":"JonwelDiscord[m]","username":"disco7232","name":"@_discord_507524340821000196:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xgczqhwmdjrgovdx"},"content":null,"modes":[]}
2021-03-10 11:30:21.054500 {"type":"join","timestamp":1615375821.054457,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"hazDiscord[m]","nickname":"hazDiscord[m]","username":"disco7036","name":"io.permaweb:_discord_137643087919841280","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oibpgpllbuwftnha"},"content":null,"modes":[]}
2021-03-10 11:30:21.115000 {"type":"join","timestamp":1615375821.1150222,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"boomshroomDiscor","nickname":"boomshroomDiscor","username":"disco7263","name":"@_discord_166723491129851905:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ytpefrcfiekzlyph"},"content":null,"modes":[]}
2021-03-10 11:30:21.115700 {"type":"join","timestamp":1615375821.1156654,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RichardLittDisco","nickname":"RichardLittDisco","username":"disco7370","name":"@_discord_478226376068169753:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xplbtvhcjpbtamyv"},"content":null,"modes":[]}
2021-03-10 11:30:21.164200 {"type":"join","timestamp":1615375821.1641638,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"raulDiscord[m]","nickname":"raulDiscord[m]","username":"disco8157","name":"io.permaweb:_discord_630407761347346433","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bblwkdxgwbkxxpsk"},"content":null,"modes":[]}
2021-03-10 11:30:21.366200 {"type":"join","timestamp":1615375821.3661964,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bostaDiscord[m]","nickname":"bostaDiscord[m]","username":"disco7738","name":"io.permaweb:_discord_606036841241772042","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dcgsoerpfmrsdpwb"},"content":null,"modes":[]}
2021-03-10 11:30:21.506400 {"type":"join","timestamp":1615375821.5064254,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gunttedDiscord[m","nickname":"gunttedDiscord[m","username":"disco7705","name":"io.permaweb:_discord_251451321603850241","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yzxqfjicubzmurui"},"content":null,"modes":[]}
2021-03-10 11:30:21.499100 {"type":"join","timestamp":1615375821.4991326,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M0zAND1zDiscord[","nickname":"M0zAND1zDiscord[","username":"disco8362","name":"io.permaweb:_discord_490583831108386846","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zvnppixusifyrqgr"},"content":null,"modes":[]}
2021-03-10 11:30:21.599300 {"type":"join","timestamp":1615375821.599308,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"reddDiscord[m]","nickname":"reddDiscord[m]","username":"disco9558","name":"io.permaweb:_discord_544486565150326785","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tvuupcquqnuctcvt"},"content":null,"modes":[]}
2021-03-10 11:30:21.600600 {"type":"join","timestamp":1615375821.6006153,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"macerbiDiscord[m","nickname":"macerbiDiscord[m","username":"disco7256","name":"@_discord_518392799926812672:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-npilyudsmjgenqsy"},"content":null,"modes":[]}
2021-03-10 11:30:21.691600 {"type":"join","timestamp":1615375821.691631,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"efnDiscord[m]","nickname":"efnDiscord[m]","username":"disco8505","name":"@_discord_476696788376748053:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mdvvfreipsccwvmk"},"content":null,"modes":[]}
2021-03-10 11:30:21.747200 {"type":"join","timestamp":1615375821.7471719,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KeegenDiscord[m]","nickname":"KeegenDiscord[m]","username":"disco7248","name":"io.permaweb:_discord_594136657402527745","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xmgwyoghlskzknmy"},"content":null,"modes":[]}
2021-03-10 11:30:21.802700 {"type":"join","timestamp":1615375821.802738,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jwheelerDiscord[","nickname":"jwheelerDiscord[","username":"discord63","name":"io.permaweb:_discord_600559712420757507","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wzqdglrluyawjjxm"},"content":null,"modes":[]}
