2020-09-30 00:10:13.299300 {"type":"join","timestamp":1601424613.2993407,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[schmarty]","nickname":"[schmarty]","username":"~slackuser","name":null,"photo":"https:\/\/martymcgui.re\/img\/logo.jpg","url":"http:\/\/martymcgui.re","tz":"America\/New_York","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-09-30 01:34:24.209600 {"type":"join","timestamp":1601429664.2095609,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"HarryTmeticDisco","nickname":"HarryTmeticDisco","username":"disco7815","name":"@_discord_601225135457959946:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bhpgpdmnkjbpeacc"},"content":null,"modes":[]}
2020-09-30 01:34:25.635800 {"type":"join","timestamp":1601429665.6358204,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TeamIanDiscord[m","nickname":"TeamIanDiscord[m","username":"disco7199","name":"@_discord_425099253845590016:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nixnvhrjjyauqzxn"},"content":null,"modes":[]}
2020-09-30 01:34:25.637100 {"type":"join","timestamp":1601429665.6371417,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"eshohetDiscord[m","nickname":"eshohetDiscord[m","username":"disco7045","name":"@_discord_548688908716605459:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-anlkxijvzpsrpxxj"},"content":null,"modes":[]}
2020-09-30 01:34:27.185200 {"type":"join","timestamp":1601429667.185242,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M3baidDiscord[m4","nickname":"M3baidDiscord[m4","username":"disco8136","name":"@_discord_406900117979922433:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-auhdhyugjhqhwtmn"},"content":null,"modes":[]}
2020-09-30 01:34:28.457800 {"type":"join","timestamp":1601429668.4578042,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"zcopleyDiscord[m","nickname":"zcopleyDiscord[m","username":"disco7251","name":"@_discord_482702306018721805:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yruyyqdqrsptwzei"},"content":null,"modes":[]}
2020-09-30 01:34:32.683800 {"type":"join","timestamp":1601429672.6838434,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gnunicornDiscord","nickname":"gnunicornDiscord","username":"disco7105","name":"@_discord_502857675869257735:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zzfjnythgpgpksip"},"content":null,"modes":[]}
2020-09-30 01:34:33.125000 {"type":"join","timestamp":1601429673.1249964,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gunttedDiscord[m","nickname":"gunttedDiscord[m","username":"disco7705","name":"@_discord_251451321603850241:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dqlheaqrwqquqbiw"},"content":null,"modes":[]}
2020-09-30 01:34:33.679900 {"type":"join","timestamp":1601429673.6798651,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ShokuninDiscord[","nickname":"ShokuninDiscord[","username":"disco6602","name":"@_discord_398336732287991808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ctyqjsdwqjrxehaz"},"content":null,"modes":[]}
2020-09-30 01:34:34.313100 {"type":"join","timestamp":1601429674.3131092,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"adinbDiscord[m]","nickname":"adinbDiscord[m]","username":"disco9559","name":"@_discord_216100392407269376:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rdhxgenxzgcdrjda"},"content":null,"modes":[]}
2020-09-30 01:34:34.519100 {"type":"join","timestamp":1601429674.519062,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"zoink92Discord[m","nickname":"zoink92Discord[m","username":"disco7136","name":"@_discord_180376535742545922:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ohdsqzhtkltswtfl"},"content":null,"modes":[]}
2020-09-30 01:34:34.726400 {"type":"join","timestamp":1601429674.7263865,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pcowgillDiscord[","nickname":"pcowgillDiscord[","username":"disco9350","name":"@_discord_487309948796141579:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kdbmpdfjwwkyokke"},"content":null,"modes":[]}
2020-09-30 01:34:34.947600 {"type":"join","timestamp":1601429674.9476204,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"UserDiscord[m]","nickname":"UserDiscord[m]","username":"disco7224","name":"@_discord_509249949792206848:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-epctnkyldmwmfugn"},"content":null,"modes":[]}
2020-09-30 01:34:35.153800 {"type":"join","timestamp":1601429675.1538446,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kppDiscord[m]","nickname":"kppDiscord[m]","username":"disco8321","name":"@_discord_479285055622217738:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kuwjmydxbzwnfldc"},"content":null,"modes":[]}
2020-09-30 01:34:35.358900 {"type":"join","timestamp":1601429675.358947,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"amimDiscord[m]1","nickname":"amimDiscord[m]1","username":"disco8447","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jwirwsdumjxbmxjq"},"content":null,"modes":[]}
2020-09-30 01:34:35.783000 {"type":"join","timestamp":1601429675.7830036,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AceFaceDiscord[m","nickname":"AceFaceDiscord[m","username":"disco7901","name":"@_discord_627823237379784706:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uwmjwqgzpfmwqqyx"},"content":null,"modes":[]}
2020-09-30 01:34:36.072300 {"type":"join","timestamp":1601429676.072251,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"obernardovieiraD","nickname":"obernardovieiraD","username":"disco8144","name":"@_discord_229562161121198080:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lmcdylexahzvjlkw"},"content":null,"modes":[]}
2020-09-30 01:34:36.300900 {"type":"join","timestamp":1601429676.3009386,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"OxyDiscord[m]","nickname":"OxyDiscord[m]","username":"disco7123","name":"@_discord_343485915995308033:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jxmhisgjzggltsjl"},"content":null,"modes":[]}
2020-09-30 01:34:37.076400 {"type":"join","timestamp":1601429677.0764043,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"captain-nemoDisc","nickname":"captain-nemoDisc","username":"disco8337","name":"@_discord_326557018095747083:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ajlyrqenmgogqspu"},"content":null,"modes":[]}
2020-09-30 01:34:37.571000 {"type":"join","timestamp":1601429677.5709894,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JonwelDiscord[m]","nickname":"JonwelDiscord[m]","username":"disco7232","name":"@_discord_507524340821000196:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cutgmtvmrpbscyqx"},"content":null,"modes":[]}
2020-09-30 01:34:37.773000 {"type":"join","timestamp":1601429677.7730074,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"tangoDiscord[m]","nickname":"tangoDiscord[m]","username":"disco7219","name":"@_discord_545470000878845972:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mibzbynvoppqnfpq"},"content":null,"modes":[]}
2020-09-30 01:34:39.203900 {"type":"join","timestamp":1601429679.2039495,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SpicoliWhiteDisc","nickname":"SpicoliWhiteDisc","username":"disco8463","name":"@_discord_613371531992760321:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xifndsajxgjwqgkd"},"content":null,"modes":[]}
2020-09-30 01:34:44.002800 {"type":"join","timestamp":1601429684.0028398,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sukarDiscord[m]","nickname":"sukarDiscord[m]","username":"disco7152","name":"@_discord_483374858332405790:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kyukqajpfxoxpctw"},"content":null,"modes":[]}
2020-09-30 01:34:47.651000 {"type":"join","timestamp":1601429687.6510315,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SmileRobotDiscor","nickname":"SmileRobotDiscor","username":"disco7184","name":"@_discord_227982324384530433:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uwgeektzqvmrlcgl"},"content":null,"modes":[]}
2020-09-30 01:34:53.856700 {"type":"join","timestamp":1601429693.8566613,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nofwayyDiscord[m","nickname":"nofwayyDiscord[m","username":"disco7259","name":"@_discord_516237787029176330:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lehbkezmylagkldc"},"content":null,"modes":[]}
2020-09-30 01:34:54.423400 {"type":"join","timestamp":1601429694.4234393,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rklaehn[m]","nickname":"rklaehn[m]","username":"disco6372","name":"@_discord_593491230352998421:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fzaswyrwxjaiyyzc"},"content":null,"modes":[]}
2020-09-30 01:35:05.058700 {"type":"join","timestamp":1601429705.0587115,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sprayDiscord[m]","nickname":"sprayDiscord[m]","username":"discord75","name":"@_discord_76788012112936960:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vtmjoqqxaiqfgbfl"},"content":null,"modes":[]}
2020-09-30 01:35:05.489800 {"type":"join","timestamp":1601429705.4898334,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RobotLordimperia","nickname":"RobotLordimperia","username":"disco8267","name":"@_discord_331152411143962634:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dfjwgzuwaxblrmxk"},"content":null,"modes":[]}
2020-09-30 01:35:07.238800 {"type":"join","timestamp":1601429707.2388258,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"chmanieDiscord[4","nickname":"chmanieDiscord[4","username":"disco7119","name":"@_discord_478638931894861825:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jfqyapwudjgauxex"},"content":null,"modes":[]}
2020-09-30 01:35:14.631600 {"type":"join","timestamp":1601429714.6315553,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ianfixesDiscord[","nickname":"ianfixesDiscord[","username":"disco8404","name":"@_discord_639429409002094612:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-urrfsgncmelyiqwu"},"content":null,"modes":[]}
2020-09-30 01:35:26.554100 {"type":"join","timestamp":1601429726.5540745,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"fozzie[m]","nickname":"fozzie[m]","username":"disco6443","name":"@_discord_517452408926896163:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nlivbrirewzynyzq"},"content":null,"modes":[]}
2020-09-30 01:35:29.427300 {"type":"join","timestamp":1601429729.4273026,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Valium[m]","nickname":"Valium[m]","username":"disco5070","name":"@_discord_175616509748576256:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vgnjxamdaitgomtm"},"content":null,"modes":[]}
2020-09-30 01:36:11.526500 {"type":"join","timestamp":1601429771.526532,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kanej[m]1","nickname":"kanej[m]1","username":"disco6538","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ayldeagkpbdxguoo"},"content":null,"modes":[]}
2020-09-30 01:36:16.974900 {"type":"join","timestamp":1601429776.9748666,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"drshamoon[m]1","nickname":"drshamoon[m]1","username":"disco6389","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tazzcinculfctqpx"},"content":null,"modes":[]}
2020-09-30 01:36:34.578000 {"type":"join","timestamp":1601429794.5779576,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wourslerDiscord[","nickname":"wourslerDiscord[","username":"disco9614","name":"@_discord_579494600075640833:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zgaorjvukpsbulrw"},"content":null,"modes":[]}
2020-09-30 01:37:02.545500 {"type":"join","timestamp":1601429822.5455062,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KirushikDiscord[","nickname":"KirushikDiscord[","username":"disco9456","name":"@_discord_611517034357850122:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qztjoquavbxgsoxr"},"content":null,"modes":[]}
2020-09-30 01:37:03.400800 {"type":"join","timestamp":1601429823.400829,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Exca1iburTheWise","nickname":"Exca1iburTheWise","username":"disco9621","name":"@_discord_340355383841390592:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wioojstwsxivight"},"content":null,"modes":[]}
2020-09-30 01:37:07.639900 {"type":"join","timestamp":1601429827.6399426,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"maparentDiscord[","nickname":"maparentDiscord[","username":"disco7253","name":"@_discord_542389000909094912:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oxyoefjjkkdjhxma"},"content":null,"modes":[]}
2020-09-30 01:37:15.568500 {"type":"join","timestamp":1601429835.5684526,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JeffMaherVegas[m","nickname":"JeffMaherVegas[m","username":"disco6451","name":"@_discord_540315973253857301:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ufzazqyvbawtfyga"},"content":null,"modes":[]}
2020-09-30 01:37:20.899000 {"type":"join","timestamp":1601429840.899003,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"thomasbDiscord[m","nickname":"thomasbDiscord[m","username":"disco7361","name":"@_discord_479690359979638785:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-feokaixtngewinya"},"content":null,"modes":[]}
2020-09-30 01:37:56.638900 {"type":"join","timestamp":1601429876.6388705,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bltavaresDiscord","nickname":"bltavaresDiscord","username":"disco9252","name":"@_discord_456913679389032480:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hbgbbkuhjxihywiy"},"content":null,"modes":[]}
2020-09-30 01:37:57.960000 {"type":"join","timestamp":1601429877.959991,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SomeguyDiscord[m","nickname":"SomeguyDiscord[m","username":"disco8781","name":"@_discord_267085394548490241:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kzjjglknlftpvezs"},"content":null,"modes":[]}
2020-09-30 01:38:09.310000 {"type":"join","timestamp":1601429889.310025,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Dby0Discord[m]","nickname":"Dby0Discord[m]","username":"disco6941","name":"@_discord_588722129558700042:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gxhmugdoccnjnjge"},"content":null,"modes":[]}
2020-09-30 01:38:09.519800 {"type":"join","timestamp":1601429889.5197842,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"achingbrainDisc4","nickname":"achingbrainDisc4","username":"disco7877","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hrnztgvhlvxmggbh"},"content":null,"modes":[]}
2020-09-30 01:38:15.580600 {"type":"join","timestamp":1601429895.5806344,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Lolicon[m]","nickname":"Lolicon[m]","username":"disco5193","name":"@_discord_525958885693980673:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dtclxwehbmnkxwgh"},"content":null,"modes":[]}
2020-09-30 01:38:21.445000 {"type":"join","timestamp":1601429901.4449618,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CharlieRaptoreu4","nickname":"CharlieRaptoreu4","username":"disco8232","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bzqqfzohtetixuqx"},"content":null,"modes":[]}
2020-09-30 01:38:21.650300 {"type":"join","timestamp":1601429901.6503353,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JordanKrageDisco","nickname":"JordanKrageDisco","username":"disco7019","name":"@_discord_252075852001443840:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-itqcapepgaykbvfb"},"content":null,"modes":[]}
2020-09-30 01:38:33.608300 {"type":"join","timestamp":1601429913.608324,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"manfredDiscord[m","nickname":"manfredDiscord[m","username":"disco7033","name":"@_discord_263655035743764480:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xjpmggsfxxlqoggy"},"content":null,"modes":[]}
2020-09-30 01:38:44.205700 {"type":"join","timestamp":1601429924.2056699,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"enricomarino[m]1","nickname":"enricomarino[m]1","username":"disco6348","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-afduhearyxnrynri"},"content":null,"modes":[]}
2020-09-30 01:38:46.714000 {"type":"join","timestamp":1601429926.7140236,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AraratDiscord[m]","nickname":"AraratDiscord[m]","username":"disco7480","name":"@_discord_402530001011867658:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mznklgiuoyscvqbx"},"content":null,"modes":[]}
2020-09-30 01:38:47.260800 {"type":"join","timestamp":1601429927.260803,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M8431[m]","nickname":"M8431[m]","username":"disco9050","name":"@_discord_645781991207206951:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kaasmzezyrgprlnj"},"content":null,"modes":[]}
2020-09-30 01:38:57.242100 {"type":"join","timestamp":1601429937.2420876,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PerinDiscord[m]","nickname":"PerinDiscord[m]","username":"disco9567","name":"@_discord_214771927368073217:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-eevibmczzcqmhdxl"},"content":null,"modes":[]}
2020-09-30 01:38:57.447200 {"type":"join","timestamp":1601429937.4472444,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"BossMANDiscord[m","nickname":"BossMANDiscord[m","username":"disco7050","name":"@_discord_249750445864648704:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ktzgyykavcaltiis"},"content":null,"modes":[]}
2020-09-30 01:38:57.963200 {"type":"join","timestamp":1601429937.9632025,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"amatuniDiscord[m","nickname":"amatuniDiscord[m","username":"disco7237","name":"@_discord_487053587545849866:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yayutnrrdlznczro"},"content":null,"modes":[]}
2020-09-30 01:38:58.167900 {"type":"join","timestamp":1601429938.1678598,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"raisDiscord[m]","nickname":"raisDiscord[m]","username":"disco8319","name":"@_discord_337797467913322507:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cmsmhirfnekwqcpr"},"content":null,"modes":[]}
2020-09-30 01:38:58.178000 {"type":"join","timestamp":1601429938.1780226,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SirMemesALotDisc","nickname":"SirMemesALotDisc","username":"disco6923","name":"@_discord_362434457224871939:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hzwadikjaezchekk"},"content":null,"modes":[]}
2020-09-30 01:38:58.372400 {"type":"join","timestamp":1601429938.3723552,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"erlend_shDiscord","nickname":"erlend_shDiscord","username":"disco9557","name":"@_discord_110560857607413760:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-joyymbpjzruyoacm"},"content":null,"modes":[]}
2020-09-30 01:38:58.769300 {"type":"join","timestamp":1601429938.7693257,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"HenniDiscord[m]","nickname":"HenniDiscord[m]","username":"disco9561","name":"@_discord_668752672744144896:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qbqriruwcygcrvqw"},"content":null,"modes":[]}
2020-09-30 01:39:09.140200 {"type":"join","timestamp":1601429949.1402013,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ksDiscord[m]","nickname":"ksDiscord[m]","username":"disco7247","name":"@_discord_570017276187901954:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ybouxzwjwgigezkl"},"content":null,"modes":[]}
2020-09-30 01:39:09.345800 {"type":"join","timestamp":1601429949.3457763,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JerbsDiscord[m]","nickname":"JerbsDiscord[m]","username":"disco7059","name":"@_discord_352003434179723265:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ditmsprayyppjvvi"},"content":null,"modes":[]}
2020-09-30 01:39:09.751200 {"type":"join","timestamp":1601429949.751201,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"vbDiscord[m]","nickname":"vbDiscord[m]","username":"disco8483","name":"@_discord_415480922322894857:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mtwahkjwbepcdctq"},"content":null,"modes":[]}
2020-09-30 01:39:19.536200 {"type":"join","timestamp":1601429959.536225,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"drbhDiscord[m]","nickname":"drbhDiscord[m]","username":"disco7087","name":"@_discord_365938186477764638:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rmrnjvonvctmtqqw"},"content":null,"modes":[]}
2020-09-30 01:39:19.742700 {"type":"join","timestamp":1601429959.742664,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SuikaDiscord[m]","nickname":"SuikaDiscord[m]","username":"disco7225","name":"@_discord_136653790639161344:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ocgllzpfwhsyrdms"},"content":null,"modes":[]}
2020-09-30 01:39:29.794700 {"type":"join","timestamp":1601429969.7947266,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ReallySnazzyDis4","nickname":"ReallySnazzyDis4","username":"disco7101","name":"@_discord_151411952701276160:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kvvpwdmkxprjhvkk"},"content":null,"modes":[]}
2020-09-30 01:39:39.667400 {"type":"join","timestamp":1601429979.6673887,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"shivankDiscord[m","nickname":"shivankDiscord[m","username":"disco9384","name":"@_discord_608998491405942786:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xdrigztugohpjepz"},"content":null,"modes":[]}
2020-09-30 01:39:42.779200 {"type":"join","timestamp":1601429982.7791848,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MikeShultzDiscor","nickname":"MikeShultzDiscor","username":"disco8149","name":"@_discord_386238710255058954:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-magfbddbcixmiakr"},"content":null,"modes":[]}
2020-09-30 01:40:06.030100 {"type":"join","timestamp":1601430006.030087,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Discord[m]","nickname":"Discord[m]","username":"disco9613","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-soufowmeglylxvlw"},"content":null,"modes":[]}
2020-09-30 01:40:15.053700 {"type":"join","timestamp":1601430015.0536587,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jimpick[m]","nickname":"jimpick[m]","username":"disco6579","name":"@_discord_418195734320381952:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hyacxldrvlcxsima"},"content":null,"modes":[]}
