2013-02-19 00:18:39.000000 {"type":"join","timestamp":"1361233119.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"zztr","nickname":"zztr","name":"zztr","username":null},"content":"zztr joined #indiewebcamp"}
2013-02-19 17:11:40.000000 {"type":"join","timestamp":"1361293900.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"bnvk","nickname":"bnvk","name":"bnvk","username":null},"content":"bnvk joined #indiewebcamp"}
2013-02-19 18:13:59.000000 {"type":"join","timestamp":"1361297639.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"bnvk","nickname":"bnvk","name":"bnvk","username":null},"content":"bnvk joined #indiewebcamp"}
2013-02-19 18:15:17.000000 {"type":"join","timestamp":"1361297717.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #indiewebcamp"}
2013-02-19 18:21:05.000000 {"type":"join","timestamp":"1361298065.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"elf-pavlik","nickname":"elf-pavlik","name":"elf-pavlik","username":null},"content":"elf-pavlik joined #indiewebcamp"}
2013-02-19 18:25:57.000000 {"type":"join","timestamp":"1361298357.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"andreypopp","nickname":"andreypopp","name":"andreypopp","username":null},"content":"andreypopp joined #indiewebcamp"}
2013-02-19 19:19:17.000000 {"type":"join","timestamp":"1361301557.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"mkowens_","nickname":"mkowens_","name":"mkowens_","username":null},"content":"mkowens_ joined #indiewebcamp"}
2013-02-19 19:28:43.000000 {"type":"join","timestamp":"1361302123.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"eschnou","nickname":"eschnou","name":"eschnou","username":null},"content":"eschnou joined #indiewebcamp"}
2013-02-19 19:38:32.000000 {"type":"join","timestamp":"1361302712.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"barnabywalters","nickname":"barnabywalters","name":"barnabywalters","username":null},"content":"barnabywalters joined #indiewebcamp"}
2013-02-19 20:11:09.000000 {"type":"join","timestamp":"1361304669.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"andreypopp","nickname":"andreypopp","name":"andreypopp","username":null},"content":"andreypopp joined #indiewebcamp"}
2013-02-19 20:40:51.000000 {"type":"join","timestamp":"1361306451.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #indiewebcamp"}
2013-02-19 20:40:56.000000 {"type":"join","timestamp":"1361306456.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"jedahan","nickname":"jedahan","name":"jedahan","username":null},"content":"jedahan joined #indiewebcamp"}
2013-02-19 20:43:13.000000 {"type":"join","timestamp":"1361306593.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"barnabywalters","nickname":"barnabywalters","name":"barnabywalters","username":null},"content":"barnabywalters joined #indiewebcamp"}
2013-02-19 20:46:14.000000 {"type":"message","timestamp":"1361306774.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307site-deaths\u000314]]\u00034 \u000310 \u000302http:\/\/indiewebcamp.com\/wiki\/index.php?diff=1963&oldid=1934&rcid=2044\u0003 \u00035*\u0003 \u000303Tantek.com\u0003 \u00035*\u0003 (+42) \u000310\/* 2010 *\/ etherpad.com\/transition.html itself died, so use archive.org version instead\u0003"}
2013-02-19 21:11:07.000000 {"type":"message","timestamp":"1361308267.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"https:\/\/twitter.com\/t :: 2009:2010 :: @SixApart:@Google :: @Pownce:Etherpad :: import-to-Vox:invites-to-@GoogleWave :: 2010:2012. #ownyourdata (ttk.me t4Na2)"}
2013-02-19 21:22:12.000000 {"type":"join","timestamp":"1361308932.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"bnvk","nickname":"bnvk","name":"bnvk","username":null},"content":"bnvk joined #indiewebcamp"}
2013-02-19 21:24:34.000000 {"type":"message","timestamp":"1361309074.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"https:\/\/twitter.com\/BarnabyWalters :: Twitter\u2019s typeahead.js looks like a great base for #indieweb #autosuggest \u2014 it certainly has better UX than my cur\u2026 http:\/\/waterpigs.co.uk\/notes\/975\/"}
2013-02-19 21:29:17.000000 {"type":"join","timestamp":"1361309357.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"jedahan","nickname":"jedahan","name":"jedahan","username":null},"content":"jedahan joined #indiewebcamp"}
2013-02-19 21:30:29.000000 {"type":"join","timestamp":"1361309429.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"barnabywalters","nickname":"barnabywalters","name":"barnabywalters","username":null},"content":"barnabywalters joined #indiewebcamp"}
2013-02-19 21:37:17.000000 {"type":"message","timestamp":"1361309837.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"https:\/\/twitter.com\/evanpro :: RT @t: 2009:2010 :: @SixApart:@Google :: @Pownce:Etherpad :: import-to-Vox:invites-to-@GoogleWave :: 2010:2012. #ownyourdata (ttk.me t4Na2)"}
2013-02-19 21:39:35.000000 {"type":"join","timestamp":"1361309975.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"tilgovi","nickname":"tilgovi","name":"tilgovi","username":null},"content":"tilgovi joined #indiewebcamp"}
2013-02-19 21:53:54.000000 {"type":"join","timestamp":"1361310834.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #indiewebcamp"}
2013-02-19 21:55:57.000000 {"type":"message","timestamp":"1361310957.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307site-deaths\u000314]]\u00034 \u000310 \u000302http:\/\/indiewebcamp.com\/wiki\/index.php?diff=1964&oldid=1963&rcid=2045\u0003 \u00035*\u0003 \u000303Tantek.com\u0003 \u00035*\u0003 (+204) \u000310\/* 2010 *\/ citation for Etherpad to Wave invite\/migration\u0003"}
2013-02-19 21:59:55.000000 {"type":"message","timestamp":"1361311195.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307site-deaths\u000314]]\u00034 \u000310 \u000302http:\/\/indiewebcamp.com\/wiki\/index.php?diff=1965&oldid=1964&rcid=2046\u0003 \u00035*\u0003 \u000303Tantek.com\u0003 \u00035*\u0003 (+98) \u000310\/* 2010 *\/ another Etherpad\/Wave citation\u0003"}
2013-02-19 22:23:00.000000 {"type":"join","timestamp":"1361312580.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #indiewebcamp"}
2013-02-19 22:28:18.000000 {"type":"join","timestamp":"1361312898.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"samobk","nickname":"samobk","name":"samobk","username":null},"content":"samobk joined #indiewebcamp"}
2013-02-19 22:35:38.000000 {"type":"join","timestamp":"1361313338.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"scor","nickname":"scor","name":"scor","username":null},"content":"scor joined #indiewebcamp"}
2013-02-19 22:35:38.000000 {"type":"join","timestamp":"1361313338.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"scor","nickname":"scor","name":"scor","username":null},"content":"scor joined #indiewebcamp"}
2013-02-19 22:45:13.000000 {"type":"message","timestamp":"1361313913.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307code-of-conduct\u000314]]\u00034 \u000310 \u000302http:\/\/indiewebcamp.com\/wiki\/index.php?diff=1966&oldid=1962&rcid=2047\u0003 \u00035*\u0003 \u000303Tantek.com\u0003 \u00035*\u0003 (+42) \u000310see also why\u0003"}
2013-02-19 22:57:46.000000 {"type":"message","timestamp":"1361314666.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307faq\u000314]]\u00034 NM\u000310 \u000302http:\/\/indiewebcamp.com\/wiki\/index.php?oldid=1967&rcid=2048\u0003 \u00035*\u0003 \u000303Tantek.com\u0003 \u00035*\u0003 (+17) \u000310r\u0003"}
2013-02-19 22:57:55.000000 {"type":"message","timestamp":"1361314675.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307code-of-conduct-why\u000314]]\u00034 N\u000310 \u000302http:\/\/indiewebcamp.com\/wiki\/index.php?oldid=1968&rcid=2049\u0003 \u00035*\u0003 \u000303Tantek.com\u0003 \u00035*\u0003 (+1058) \u000310stub with a few whys and question.\u0003"}
2013-02-19 22:58:52.000000 {"type":"join","timestamp":"1361314732.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"jedahan","nickname":"jedahan","name":"jedahan","username":null},"content":"jedahan joined #indiewebcamp"}
2013-02-19 23:00:43.000000 {"type":"join","timestamp":"1361314843.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"josephboyle","nickname":"josephboyle","name":"josephboyle","username":null},"content":"josephboyle joined #indiewebcamp"}
2013-02-19 23:14:20.000000 {"type":"join","timestamp":"1361315660.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #indiewebcamp"}
2013-02-19 23:52:56.000000 {"type":"join","timestamp":"1361317976.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"andreypopp","nickname":"andreypopp","name":"andreypopp","username":null},"content":"andreypopp joined #indiewebcamp"}
2013-02-19 23:55:53.000000 {"type":"join","timestamp":"1361318153.000000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"jedahan","nickname":"jedahan","name":"jedahan","username":null},"content":"jedahan joined #indiewebcamp"}
