2020-01-23 06:20:00.623400 {"type":"join","timestamp":1579760400.6234355,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[manton]","nickname":"[manton]","username":"~slackuser","name":null,"photo":"https:\/\/micro.blog\/manton\/avatar.jpg","url":"http:\/\/Manton.org","tz":"America\/Chicago","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-01-23 12:34:49.670300 {"type":"join","timestamp":1579782889.6702638,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"obernardovieiraD","nickname":"obernardovieiraD","username":"disco8144","name":"@_discord_229562161121198080:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-crmnbdpxnshrxdzq"},"content":null,"modes":[]}
2020-01-23 12:34:49.680200 {"type":"join","timestamp":1579782889.6802166,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KinnardDiscord[4","nickname":"KinnardDiscord[4","username":"disco7183","name":"@_discord_576286322323488771:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zinteqxtfdatgobx"},"content":null,"modes":[]}
2020-01-23 12:34:49.688100 {"type":"join","timestamp":1579782889.6881285,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"abhi_Discord[m]","nickname":"abhi_Discord[m]","username":"disco7094","name":"@_discord_469874337340588032:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cqgdhqmjymnwpxdy"},"content":null,"modes":[]}
2020-01-23 12:34:49.691700 {"type":"join","timestamp":1579782889.691674,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MuratDiscord[m]","nickname":"MuratDiscord[m]","username":"disco9136","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bbjdjbhilkjwbmsc"},"content":null,"modes":[]}
2020-01-23 12:34:49.879200 {"type":"join","timestamp":1579782889.8792162,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bitspillDiscord[","nickname":"bitspillDiscord[","username":"disco7192","name":"@_discord_464479719316914176:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zhdgsqwgetislhzh"},"content":null,"modes":[]}
2020-01-23 12:34:49.886100 {"type":"join","timestamp":1579782889.8860843,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JohnnyMilkshakes","nickname":"JohnnyMilkshakes","username":"disco7092","name":"@_discord_400687334858686474:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iiwcmclottjgczhy"},"content":null,"modes":[]}
2020-01-23 12:34:49.893400 {"type":"join","timestamp":1579782889.8933556,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"raulDiscord[m]","nickname":"raulDiscord[m]","username":"disco8157","name":"@_discord_630407761347346433:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bzjrruclwqqnzrwl"},"content":null,"modes":[]}
2020-01-23 12:34:49.914800 {"type":"join","timestamp":1579782889.9147854,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"eddocsillDiscord","nickname":"eddocsillDiscord","username":"disco9371","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sveacmketjlgkrez"},"content":null,"modes":[]}
2020-01-23 12:34:49.892500 {"type":"join","timestamp":1579782889.892478,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"HeishDiscord[m]","nickname":"HeishDiscord[m]","username":"disco7020","name":"@_discord_418800166326239235:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iggwjoitfbxllwdn"},"content":null,"modes":[]}
2020-01-23 12:34:50.083100 {"type":"join","timestamp":1579782890.0831048,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ZipperSKDiscord[","nickname":"ZipperSKDiscord[","username":"disco8214","name":"@_discord_348849337939263488:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xpacztmvkbcyvqfq"},"content":null,"modes":[]}
2020-01-23 12:34:50.087200 {"type":"join","timestamp":1579782890.0872257,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"EdmundMDiscord[m","nickname":"EdmundMDiscord[m","username":"disco7212","name":"@_discord_206801364733526017:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dmjmxjteundqzskw"},"content":null,"modes":[]}
2020-01-23 12:34:50.285700 {"type":"join","timestamp":1579782890.285665,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"neohexDiscord[m]","nickname":"neohexDiscord[m]","username":"disco7127","name":"@_discord_445577380506107915:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-owbumgxxugniwdef"},"content":null,"modes":[]}
2020-01-23 12:34:50.295800 {"type":"join","timestamp":1579782890.2957947,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Expherience[m]","nickname":"Expherience[m]","username":"disco6487","name":"@_discord_321104242603720707:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ixspwmpfqaxzkiqv"},"content":null,"modes":[]}
2020-01-23 12:34:50.301100 {"type":"join","timestamp":1579782890.3011274,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"hubaDiscord[m]","nickname":"hubaDiscord[m]","username":"disco7107","name":"@_discord_573607390625398794:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ftymujxbsrggdorv"},"content":null,"modes":[]}
2020-01-23 12:34:50.294700 {"type":"join","timestamp":1579782890.2947075,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"berDiscord[m]","nickname":"berDiscord[m]","username":"disco7069","name":"@_discord_101150387972608000:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ynpteamagfecvvla"},"content":null,"modes":[]}
2020-01-23 12:34:50.307900 {"type":"join","timestamp":1579782890.3079157,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"EffortlessFuryDi","nickname":"EffortlessFuryDi","username":"disco8893","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-axqorhfeixnrfgly"},"content":null,"modes":[]}
2020-01-23 12:34:50.500600 {"type":"join","timestamp":1579782890.500554,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nofwayyDiscord[m","nickname":"nofwayyDiscord[m","username":"disco7259","name":"@_discord_516237787029176330:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dfajswtbdwbisfqj"},"content":null,"modes":[]}
2020-01-23 12:34:50.509000 {"type":"join","timestamp":1579782890.5090377,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"l^discordDiscord","nickname":"l^discordDiscord","username":"disco7227","name":"@_discord_408671790756528128:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-felrzufgpvkypdss"},"content":null,"modes":[]}
2020-01-23 12:34:50.498000 {"type":"join","timestamp":1579782890.498049,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"felixschlDiscor4","nickname":"felixschlDiscor4","username":"disco7189","name":"@_discord_223579303122567168:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hygieckfdnfrgovo"},"content":null,"modes":[]}
2020-01-23 12:34:50.508400 {"type":"join","timestamp":1579782890.5084496,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"thinhnndDiscord[","nickname":"thinhnndDiscord[","username":"disco9096","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-brehreorwmpjujdz"},"content":null,"modes":[]}
2020-01-23 12:34:50.528400 {"type":"join","timestamp":1579782890.5284464,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"koivunejDiscord[","nickname":"koivunejDiscord[","username":"disco8645","name":"@_discord_609654755786096652:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vmorhrumuxkxhayb"},"content":null,"modes":[]}
2020-01-23 12:34:50.709300 {"type":"join","timestamp":1579782890.7092805,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PermawebEmbedDis","nickname":"PermawebEmbedDis","username":"disco7305","name":"@_discord_609543636044087298:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sluvlfiplswgjboi"},"content":null,"modes":[]}
2020-01-23 12:34:50.698300 {"type":"join","timestamp":1579782890.6983323,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kppDiscord[m]1","nickname":"kppDiscord[m]1","username":"disco8322","name":"@_discord_479285055622217738:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-otnlwrnjfmnsresz"},"content":null,"modes":[]}
2020-01-23 12:34:50.703300 {"type":"join","timestamp":1579782890.7032976,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"NetherwolfDiscor","nickname":"NetherwolfDiscor","username":"disco8865","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uyvohdmbvlmqheen"},"content":null,"modes":[]}
2020-01-23 12:34:50.717200 {"type":"join","timestamp":1579782890.7172167,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SenshiDiscord[m]","nickname":"SenshiDiscord[m]","username":"disco7156","name":"@_discord_509302971918712832:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rqbwglfltyaplcme"},"content":null,"modes":[]}
2020-01-23 12:34:50.906800 {"type":"join","timestamp":1579782890.9067786,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"galetsDiscord[m]","nickname":"galetsDiscord[m]","username":"disco8737","name":"@_discord_650483501820280863:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hcifpykfyhgiryfk"},"content":null,"modes":[]}
2020-01-23 12:34:50.918100 {"type":"join","timestamp":1579782890.9181132,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"XierumengDiscord","nickname":"XierumengDiscord","username":"disco7115","name":"@_discord_341090859225317378:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mbnxkpklacwyihtd"},"content":null,"modes":[]}
2020-01-23 12:34:50.908300 {"type":"join","timestamp":1579782890.9083228,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"LethalLaddersDis","nickname":"LethalLaddersDis","username":"disco8514","name":"@_discord_242042284789596160:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-evxyozxzrqupygla"},"content":null,"modes":[]}
2020-01-23 12:34:50.920100 {"type":"join","timestamp":1579782890.920057,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"andyDiscord[m]","nickname":"andyDiscord[m]","username":"disco9008","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ppzulzolwubihsxv"},"content":null,"modes":[]}
2020-01-23 12:34:51.105400 {"type":"join","timestamp":1579782891.1054132,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"grenewodeDiscord","nickname":"grenewodeDiscord","username":"disco8745","name":"@_discord_464081683876937738:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jjcwpzzgipryncop"},"content":null,"modes":[]}
2020-01-23 12:34:51.111400 {"type":"join","timestamp":1579782891.1114266,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Bads3ctorDiscord","nickname":"Bads3ctorDiscord","username":"disco7481","name":"@_discord_422769903871983616:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gtasyhwitburoxus"},"content":null,"modes":[]}
2020-01-23 12:34:51.119500 {"type":"join","timestamp":1579782891.1195183,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Canti0001[m]","nickname":"Canti0001[m]","username":"disco5271","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xgrhvgfzcokksxfg"},"content":null,"modes":[]}
2020-01-23 12:34:51.125300 {"type":"join","timestamp":1579782891.1253252,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"barrygDiscord[m]","nickname":"barrygDiscord[m]","username":"disco8776","name":"@_discord_173416708277534720:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mtqnvnoftzbkuphj"},"content":null,"modes":[]}
2020-01-23 12:34:51.333600 {"type":"join","timestamp":1579782891.3336227,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MairkurDiscord[m","nickname":"MairkurDiscord[m","username":"disco7072","name":"@_discord_145836579783573505:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sesakemdvkkfjkit"},"content":null,"modes":[]}
2020-01-23 12:34:51.332300 {"type":"join","timestamp":1579782891.3323226,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"n9tDiscord[m]","nickname":"n9tDiscord[m]","username":"disco7214","name":"@_discord_568208955864514610:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-towrgxasragmench"},"content":null,"modes":[]}
2020-01-23 12:34:51.331600 {"type":"join","timestamp":1579782891.3315783,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"lSabDiscord[m]","nickname":"lSabDiscord[m]","username":"disco8632","name":"@_discord_598881245149265939:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qlcwesfklvzeshnf"},"content":null,"modes":[]}
2020-01-23 12:34:51.325800 {"type":"join","timestamp":1579782891.3257606,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jamwilsDiscord[m","nickname":"jamwilsDiscord[m","username":"disco9021","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jfqfvdmhvryprtkw"},"content":null,"modes":[]}
2020-01-23 12:34:51.517800 {"type":"join","timestamp":1579782891.5177953,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TH0RynDiscord[m]","nickname":"TH0RynDiscord[m]","username":"disco7043","name":"@_discord_230856161803501569:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rotcgrdanqbspyjw"},"content":null,"modes":[]}
2020-01-23 12:34:51.531900 {"type":"join","timestamp":1579782891.5319405,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"iKonixxDiscord[m","nickname":"iKonixxDiscord[m","username":"disco8552","name":"@_discord_645055412617478155:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-scgcbykncehhsrfg"},"content":null,"modes":[]}
2020-01-23 12:34:51.542000 {"type":"join","timestamp":1579782891.5420325,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Lilz|BetaMeDisco","nickname":"Lilz|BetaMeDisco","username":"disco7138","name":"@_discord_386600418886680596:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ndajvyempjyozyzs"},"content":null,"modes":[]}
2020-01-23 12:34:51.526500 {"type":"join","timestamp":1579782891.5264916,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"farhad312Discord","nickname":"farhad312Discord","username":"disco7081","name":"@_discord_546794879519293481:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pjgozktjuwapwkao"},"content":null,"modes":[]}
2020-01-23 12:34:51.532700 {"type":"join","timestamp":1579782891.532656,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"halifoxDiscord[m","nickname":"halifoxDiscord[m","username":"disco8302","name":"@_discord_613056398451933202:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-szligwsofxezfgis"},"content":null,"modes":[]}
2020-01-23 12:34:51.726800 {"type":"join","timestamp":1579782891.7267687,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gtsDiscord[m]","nickname":"gtsDiscord[m]","username":"disco7206","name":"@_discord_509747224473894912:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vweaoycirjtyeknl"},"content":null,"modes":[]}
2020-01-23 12:34:51.933400 {"type":"join","timestamp":1579782891.9333699,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"rklaehn[m]","nickname":"rklaehn[m]","username":"disco6372","name":"@_discord_593491230352998421:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ftmksnuosfgdabio"},"content":null,"modes":[]}
2020-01-23 12:34:51.943000 {"type":"join","timestamp":1579782891.9430456,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"crobinsonocDisco","nickname":"crobinsonocDisco","username":"disco8915","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wuhlreaknpgsyejd"},"content":null,"modes":[]}
2020-01-23 12:34:51.944200 {"type":"join","timestamp":1579782891.9442337,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"amimDiscord[m]","nickname":"amimDiscord[m]","username":"disco8447","name":"@_discord_486161743081373696:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jshbybkdveomrooh"},"content":null,"modes":[]}
2020-01-23 12:34:51.945000 {"type":"join","timestamp":1579782891.9449909,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"chinsuDiscord[m]","nickname":"chinsuDiscord[m]","username":"disco7179","name":"@_discord_208258498142666753:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bdoegqxlaqonqthr"},"content":null,"modes":[]}
2020-01-23 12:34:52.137300 {"type":"join","timestamp":1579782892.1373086,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MartijnDiscord[m","nickname":"MartijnDiscord[m","username":"disco8675","name":"@_discord_325953613924925452:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gmybnaudeaxdedzl"},"content":null,"modes":[]}
2020-01-23 12:34:52.138800 {"type":"join","timestamp":1579782892.138774,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jwheelerDiscord[","nickname":"jwheelerDiscord[","username":"discord63","name":"@_discord_600559712420757507:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sgcvjvnhdczsdihj"},"content":null,"modes":[]}
2020-01-23 12:34:52.148300 {"type":"join","timestamp":1579782892.148286,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MachiavelaDiscor","nickname":"MachiavelaDiscor","username":"disco8358","name":"@_discord_105922558381027328:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-utmetcfhcrivkhoz"},"content":null,"modes":[]}
2020-01-23 12:34:52.150200 {"type":"join","timestamp":1579782892.150217,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"appDiscord[m]","nickname":"appDiscord[m]","username":"disco9331","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iwzmesimrpbddwbb"},"content":null,"modes":[]}
2020-01-23 12:34:52.155900 {"type":"join","timestamp":1579782892.1558542,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KeegenDiscord[m]","nickname":"KeegenDiscord[m]","username":"disco7248","name":"@_discord_594136657402527745:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dmqqvnlknrmkjesx"},"content":null,"modes":[]}
2020-01-23 12:34:52.354700 {"type":"join","timestamp":1579782892.354721,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pbvieDiscord[m]","nickname":"pbvieDiscord[m]","username":"disco7095","name":"@_discord_503820543120900098:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-shzrwqscsfyuaemy"},"content":null,"modes":[]}
2020-01-23 12:34:52.356600 {"type":"join","timestamp":1579782892.3565881,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"msena3[m]","nickname":"msena3[m]","username":"disco4893","name":"@_discord_453266173035806730:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hxndihvqpighsqfg"},"content":null,"modes":[]}
2020-01-23 12:34:52.353900 {"type":"join","timestamp":1579782892.3538904,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"discord[m]","nickname":"discord[m]","username":"disco9613","name":"@discord:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lrbjomgaxcjrczeg"},"content":null,"modes":[]}
2020-01-23 12:34:52.553900 {"type":"join","timestamp":1579782892.5538814,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AlekseyDiscord[m","nickname":"AlekseyDiscord[m","username":"disco7814","name":"@_discord_487263625841737738:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rvfckmeybufffljx"},"content":null,"modes":[]}
2020-01-23 12:34:52.554700 {"type":"join","timestamp":1579782892.554675,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KYZITEMELOS93Dis","nickname":"KYZITEMELOS93Dis","username":"disco6782","name":"@_discord_370363076811292672:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fyqqpondfsyrzong"},"content":null,"modes":[]}
2020-01-23 12:34:52.559400 {"type":"join","timestamp":1579782892.5593836,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pioneerDiscord[m","nickname":"pioneerDiscord[m","username":"disco8622","name":"@_discord_417418384003694593:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hmcgkbytdizapule"},"content":null,"modes":[]}
2020-01-23 12:34:52.753100 {"type":"join","timestamp":1579782892.7530706,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"IgutinDiscord[m]","nickname":"IgutinDiscord[m]","username":"disco7238","name":"@_discord_136630878305648641:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dzhgouuyyqbftshd"},"content":null,"modes":[]}
2020-01-23 12:34:52.770600 {"type":"join","timestamp":1579782892.7705696,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"weedDiscord[m]","nickname":"weedDiscord[m]","username":"disco7893","name":"@_discord_177067820457263105:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xrypoqpikrxtnuwm"},"content":null,"modes":[]}
2020-01-23 12:34:52.768700 {"type":"join","timestamp":1579782892.7686863,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"thomasDiscord[m]","nickname":"thomasDiscord[m]","username":"disco7077","name":"@_discord_336146903399923713:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-swlfwxqueuuaavoa"},"content":null,"modes":[]}
2020-01-23 12:34:52.767800 {"type":"join","timestamp":1579782892.7677631,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"chris[m]","nickname":"chris[m]","username":"disco6375","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cdazewshzewtefar"},"content":null,"modes":[]}
2020-01-23 12:34:52.962100 {"type":"join","timestamp":1579782892.9620502,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"lyon[m]","nickname":"lyon[m]","username":"disco6518","name":"@_discord_586588907819368455:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nkqjksbzfasmldgx"},"content":null,"modes":[]}
2020-01-23 12:34:52.960700 {"type":"join","timestamp":1579782892.9606986,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TristanDiscord[m","nickname":"TristanDiscord[m","username":"disco7288","name":"@_discord_482476339975290881:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-latdldzycjyriusm"},"content":null,"modes":[]}
2020-01-23 12:34:52.967500 {"type":"join","timestamp":1579782892.96749,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MisterGoreDiscor","nickname":"MisterGoreDiscor","username":"disco7246","name":"@_discord_334148767412387841:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fzetxicqrxpvhejv"},"content":null,"modes":[]}
2020-01-23 12:34:52.977100 {"type":"join","timestamp":1579782892.9771087,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"matschafferDisco","nickname":"matschafferDisco","username":"disco8529","name":"@_discord_632413124120674305:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dgtsfcgbxwyqxfgx"},"content":null,"modes":[]}
2020-01-23 12:34:53.164100 {"type":"join","timestamp":1579782893.1640875,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wwwDiscord[m]","nickname":"wwwDiscord[m]","username":"disco8832","name":"@_discord_615026697246343188:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wgebcyulblpxoekj"},"content":null,"modes":[]}
